BLE1,BLE2,BLE3,BLE4,BLE5,PRED
-62.0,-56.0,-55.0,-54.0,-64.0,8.0
-62.0,-62.0,-56.0,-52.0,-64.0,8.0
-74.0,-62.0,-58.0,-52.0,-63.0,8.0
-74.0,-56.0,-58.0,-51.0,-63.0,8.0
-62.0,-56.0,-59.0,-51.0,-64.0,8.0
-74.0,-62.0,-59.0,-52.0,-64.0,8.0
-62.0,-62.0,-59.0,-52.0,-63.0,8.0
-62.0,-57.0,-59.0,-51.0,-63.0,8.0
-73.0,-56.0,-58.0,-51.0,-64.0,8.0
-74.0,-62.0,-58.0,-54.0,-64.0,8.0
-73.0,-62.0,-59.0,-54.0,-63.0,8.0
-73.0,-72.0,-59.0,-51.0,-63.0,8.0
-73.0,-72.0,-56.0,-51.0,-64.0,8.0
-62.0,-62.0,-56.0,-53.0,-64.0,8.0
-62.0,-62.0,-59.0,-53.0,-63.0,8.0
-74.0,-73.0,-59.0,-51.0,-63.0,8.0
-73.0,-62.0,-57.0,-53.0,-63.0,8.0
-63.0,-62.0,-57.0,-53.0,-64.0,8.0
-63.0,-73.0,-59.0,-51.0,-64.0,8.0
-74.0,-73.0,-59.0,-51.0,-64.0,8.0
-73.0,-62.0,-57.0,-52.0,-63.0,8.0
-73.0,-62.0,-57.0,-52.0,-63.0,8.0
-62.0,-56.0,-59.0,-51.0,-63.0,8.0
-62.0,-57.0,-59.0,-51.0,-64.0,8.0
-72.0,-62.0,-57.0,-54.0,-63.0,8.0
-72.0,-62.0,-56.0,-54.0,-63.0,8.0
-73.0,-57.0,-59.0,-53.0,-64.0,8.0
-73.0,-57.0,-59.0,-53.0,-64.0,8.0
-72.0,-61.0,-55.0,-51.0,-63.0,8.0
-73.0,-61.0,-57.0,-51.0,-63.0,8.0
-62.0,-57.0,-60.0,-54.0,-64.0,8.0
-62.0,-56.0,-60.0,-53.0,-64.0,8.0
-62.0,-61.0,-58.0,-51.0,-64.0,8.0
-62.0,-61.0,-58.0,-51.0,-64.0,8.0
-72.0,-56.0,-59.0,-52.0,-64.0,8.0
-72.0,-57.0,-56.0,-52.0,-63.0,8.0
-72.0,-61.0,-56.0,-52.0,-63.0,8.0
-72.0,-61.0,-58.0,-52.0,-65.0,8.0
-72.0,-70.0,-58.0,-51.0,-64.0,8.0
-72.0,-70.0,-59.0,-51.0,-63.0,8.0
-71.0,-56.0,-59.0,-52.0,-64.0,8.0
-72.0,-57.0,-57.0,-52.0,-64.0,8.0
-62.0,-70.0,-56.0,-54.0,-65.0,8.0
-62.0,-70.0,-59.0,-53.0,-64.0,8.0
-73.0,-61.0,-59.0,-51.0,-63.0,8.0
-72.0,-62.0,-57.0,-51.0,-63.0,8.0
-72.0,-55.0,-57.0,-54.0,-64.0,8.0
-72.0,-56.0,-59.0,-54.0,-64.0,8.0
-73.0,-62.0,-59.0,-51.0,-64.0,8.0
-72.0,-62.0,-57.0,-51.0,-64.0,8.0
-62.0,-56.0,-57.0,-51.0,-64.0,8.0
-62.0,-56.0,-58.0,-51.0,-64.0,8.0
-72.0,-71.0,-58.0,-52.0,-63.0,8.0
-72.0,-71.0,-56.0,-52.0,-63.0,8.0
-62.0,-71.0,-56.0,-51.0,-64.0,8.0
-62.0,-71.0,-58.0,-51.0,-64.0,8.0
-74.0,-62.0,-58.0,-53.0,-63.0,8.0
-73.0,-57.0,-57.0,-53.0,-63.0,8.0
-73.0,-57.0,-57.0,-52.0,-65.0,8.0
-70.0,-62.0,-59.0,-51.0,-64.0,8.0
-70.0,-63.0,-59.0,-51.0,-63.0,8.0
-62.0,-70.0,-58.0,-51.0,-63.0,8.0
-71.0,-71.0,-58.0,-54.0,-64.0,8.0
-63.0,-71.0,-59.0,-53.0,-64.0,8.0
-63.0,-71.0,-58.0,-51.0,-63.0,8.0
-61.0,-62.0,-57.0,-51.0,-63.0,8.0
-61.0,-62.0,-57.0,-51.0,-63.0,8.0
-70.0,-57.0,-56.0,-51.0,-64.0,8.0
-69.0,-57.0,-58.0,-51.0,-63.0,8.0
-69.0,-62.0,-58.0,-51.0,-63.0,8.0
-68.0,-62.0,-59.0,-51.0,-63.0,8.0
-62.0,-72.0,-58.0,-51.0,-64.0,8.0
-63.0,-72.0,-58.0,-50.0,-63.0,8.0
-68.0,-62.0,-59.0,-51.0,-64.0,8.0
-67.0,-62.0,-56.0,-51.0,-64.0,8.0
-64.0,-57.0,-56.0,-51.0,-64.0,8.0
-64.0,-57.0,-58.0,-52.0,-64.0,8.0
-70.0,-63.0,-58.0,-51.0,-63.0,8.0
-70.0,-62.0,-59.0,-54.0,-63.0,8.0
-64.0,-72.0,-60.0,-54.0,-64.0,8.0
-64.0,-72.0,-57.0,-52.0,-64.0,8.0
-71.0,-72.0,-58.0,-52.0,-64.0,8.0
-70.0,-72.0,-57.0,-51.0,-64.0,8.0
-66.0,-58.0,-56.0,-51.0,-65.0,8.0
-66.0,-57.0,-58.0,-52.0,-64.0,8.0
-75.0,-63.0,-56.0,-52.0,-64.0,8.0
-74.0,-63.0,-56.0,-51.0,-64.0,8.0
-72.0,-58.0,-59.0,-51.0,-65.0,8.0
-71.0,-57.0,-59.0,-54.0,-64.0,8.0
-71.0,-63.0,-57.0,-53.0,-64.0,8.0
-76.0,-63.0,-55.0,-51.0,-63.0,8.0
-69.0,-57.0,-59.0,-51.0,-64.0,8.0
-69.0,-57.0,-59.0,-52.0,-64.0,8.0
-68.0,-72.0,-56.0,-51.0,-64.0,8.0
-67.0340909091,-72.0,-60.0,-51.0,-64.0,8.0
-67.0340909091,-57.0,-59.0,-52.0,-63.0,8.0
-67.0340909091,-58.0,-59.0,-51.0,-63.0,8.0
-67.0340909091,-64.0,-59.0,-51.0,-65.0,8.0
-67.0340909091,-64.0,-59.0,-51.0,-64.0,8.0
-67.0340909091,-58.0,-58.0,-52.0,-64.0,8.0
-67.0340909091,-58.0,-57.0,-52.0,-64.0,8.0
-67.0340909091,-63.0,-60.0,-53.0,-63.0,8.0
-67.0340909091,-64.0,-59.0,-53.0,-63.0,8.0
-67.0340909091,-58.0,-57.0,-53.0,-64.0,8.0
-67.0340909091,-57.0,-57.0,-52.0,-64.0,8.0
-67.0340909091,-73.0,-56.0,-51.0,-64.0,8.0
-67.0340909091,-72.0,-56.0,-53.0,-63.0,8.0
-67.0340909091,-73.0,-57.0,-53.0,-63.0,8.0
-67.0340909091,-72.0,-57.0,-52.0,-64.0,8.0
-67.0340909091,-73.0,-55.0,-52.0,-64.0,8.0
-67.0340909091,-63.0,-56.0,-53.0,-63.0,8.0
-67.0340909091,-63.0,-57.0,-53.0,-63.0,8.0
-67.0340909091,-57.0,-56.0,-51.0,-65.0,8.0
-67.0340909091,-57.0,-61.0,-51.0,-65.0,8.0
-67.0340909091,-77.0,-61.0,-52.0,-64.0,8.0
-67.0340909091,-82.0,-57.0,-51.0,-64.0,8.0
-67.0340909091,-80.0,-57.0,-51.0,-65.0,8.0
-67.0340909091,-79.0,-58.0,-51.0,-65.0,8.0
-67.0340909091,-78.0,-58.0,-52.0,-64.0,8.0
-67.0340909091,-66.0,-57.0,-52.0,-64.0,8.0
-67.0340909091,-66.0,-56.0,-52.0,-65.0,8.0
-67.0340909091,-83.0,-56.0,-52.0,-65.0,8.0
-67.0340909091,-83.0,-60.0,-52.0,-63.0,8.0
-67.0340909091,-57.0,-60.0,-53.0,-63.0,8.0
-67.0340909091,-57.0,-58.0,-51.0,-66.0,8.0
-67.0340909091,-73.0,-58.0,-54.0,-66.0,8.0
-67.0340909091,-73.0,-62.0,-53.0,-64.0,8.0
-67.0340909091,-56.0,-62.0,-51.0,-64.0,8.0
-67.0340909091,-57.0,-63.0,-51.0,-66.0,8.0
-67.0340909091,-62.0,-63.0,-54.0,-65.0,8.0
-67.0340909091,-55.0,-58.0,-54.0,-65.0,8.0
-67.0340909091,-55.0,-60.0,-53.0,-65.0,8.0
-67.0340909091,-87.0,-59.0,-53.0,-65.0,8.0
-67.0340909091,-87.0,-61.0,-53.0,-65.0,8.0
-67.0340909091,-62.0,-60.0,-53.0,-65.0,8.0
-67.0340909091,-54.0,-59.0,-52.0,-66.0,8.0
-67.0340909091,-55.0,-59.0,-52.0,-65.0,8.0
-67.0340909091,-71.0,-58.0,-53.0,-65.0,8.0
-67.0340909091,-71.0,-60.0,-53.0,-65.0,8.0
-67.0340909091,-78.0,-60.0,-53.0,-65.0,8.0
-67.0340909091,-78.0,-59.0,-52.0,-65.0,8.0
-67.0340909091,-55.0,-60.0,-51.0,-65.0,8.0
-67.0340909091,-55.0,-59.0,-51.0,-65.0,8.0
-67.0340909091,-70.0,-59.0,-51.0,-62.0,8.0
-67.0340909091,-70.0,-61.0517241379,-52.0,-62.0,8.0
-67.0340909091,-68.0,-61.0517241379,-52.0,-62.0,8.0
-67.0340909091,-68.0,-61.0517241379,-53.0,-64.0,8.0
-67.0340909091,-64.0,-61.0517241379,-52.0,-63.0,8.0
-67.0340909091,-64.0,-61.0517241379,-51.0,-63.0,8.0
-67.0340909091,-65.0,-61.0517241379,-51.0,-64.0,8.0
-67.0340909091,-65.0,-61.0517241379,-52.0,-65.0,8.0
-67.0340909091,-58.0,-61.0517241379,-52.0,-65.0,8.0
-67.0340909091,-58.0,-61.0517241379,-53.0,-64.0,8.0
-67.0340909091,-63.9095674967,-61.0517241379,-53.0,-64.0,8.0
-67.0340909091,-63.9095674967,-61.0517241379,-53.0,-64.7133507853,8.0
-67.0340909091,-63.9095674967,-61.0517241379,-52.0,-64.7133507853,8.0
-67.0340909091,-63.9095674967,-61.0517241379,-52.0,-64.7133507853,8.0
-67.0340909091,-63.9095674967,-61.0517241379,-52.0,-64.7133507853,8.0
-67.0340909091,-63.9095674967,-61.0517241379,-52.0,-64.7133507853,8.0
-67.0340909091,-63.9095674967,-61.0517241379,-53.0,-64.7133507853,8.0
-67.0340909091,-63.9095674967,-61.0517241379,-53.0,-64.7133507853,8.0
-67.0340909091,-63.9095674967,-61.0517241379,-54.0,-64.7133507853,8.0
-67.0340909091,-63.9095674967,-61.0517241379,-54.0,-64.7133507853,8.0
-57.0,-73.0,-59.0,-65.0,-74.0,9.0
-57.0,-74.0,-59.0,-72.0,-80.0,9.0
-55.0,-74.0,-68.0,-72.0,-75.0,9.0
-54.0,-73.0,-59.0,-72.0,-75.0,9.0
-57.0,-73.0,-59.0,-69.0,-73.0,9.0
-57.0,-59.0,-58.0,-69.0,-69.0,9.0
-56.0,-59.0,-58.0,-62.0,-74.0,9.0
-55.0,-69.0,-67.0,-62.0,-74.0,9.0
-82.0,-69.0,-80.0,-68.0,-76.0,9.0
-84.0,-59.0,-59.0,-68.0,-69.0,9.0
-55.0,-73.0,-59.0,-63.0,-75.0,9.0
-56.0,-73.0,-74.0,-63.0,-74.0,9.0
-69.0,-82.0,-62.0,-65.0,-67.0,9.0
-69.0,-78.0,-62.0,-67.0,-67.0,9.0
-56.0,-78.0,-73.0,-62.0,-75.0,9.0
-56.0,-61.0,-67.0,-62.0,-75.0,9.0
-57.0,-61.0,-62.0,-62.0,-68.0,9.0
-56.0,-74.0,-65.0,-66.0,-77.0,9.0
-57.0,-61.0,-65.0,-59.0,-68.0,9.0
-56.0,-60.0,-61.0,-59.0,-68.0,9.0
-56.0,-73.0,-61.0,-56.0,-79.0,9.0
-70.0,-61.0,-64.0,-56.0,-90.0,9.0
-58.0,-84.0,-64.0,-67.0,-75.0,9.0
-55.0,-61.0,-65.0,-57.0,-75.0,9.0
-56.0,-72.0,-65.0,-56.0,-85.0,9.0
-56.0,-72.0,-77.0,-62.0,-86.0,9.0
-54.0,-69.0,-77.0,-57.0,-77.0,9.0
-54.0,-69.0,-62.0,-57.0,-77.0,9.0
-69.0,-72.0,-62.0,-62.0,-69.0,9.0
-53.0,-72.0,-65.0,-63.0,-69.0,9.0
-53.0,-69.0,-65.0,-57.0,-77.0,9.0
-58.0,-69.0,-62.0,-62.0,-76.0,9.0
-58.0,-60.0,-62.0,-63.0,-68.0,9.0
-73.0,-60.0,-71.0,-63.0,-72.0,9.0
-74.0,-78.0,-66.0,-63.0,-72.0,9.0
-57.0,-77.0,-64.0,-63.0,-76.0,9.0
-57.0,-60.0,-63.0,-62.0,-68.0,9.0
-54.0,-59.0,-65.0,-62.0,-77.0,9.0
-56.0,-73.0,-62.0,-64.0,-83.0,9.0
-57.0,-73.0,-61.0,-64.0,-83.0,9.0
-57.0,-62.0,-65.0,-64.0,-78.0,9.0
-54.0,-62.0,-74.0,-57.0,-70.0,9.0
-53.0,-77.0,-79.0,-57.0,-76.0,9.0
-58.0,-76.0,-78.0,-64.0,-75.0,9.0
-58.0,-59.0,-72.0,-62.0,-80.0,9.0
-68.0,-73.0,-71.0,-61.0,-68.0,9.0
-68.0,-73.0,-66.0,-61.0,-68.0,9.0
-54.0,-81.0,-66.0,-63.0,-75.0,9.0
-54.0,-81.0,-77.0,-62.0,-76.0,9.0
-70.0,-59.0,-66.0,-62.0,-81.0,9.0
-71.0,-59.0,-66.0,-64.0,-81.0,9.0
-58.0,-68.0,-61.0,-57.0,-75.0,9.0
-53.0,-68.0,-61.0,-55.0,-74.0,9.0
-53.0,-59.0,-66.0,-64.0,-69.0,9.0
-71.0,-59.0,-66.0,-63.0,-74.0,9.0
-71.0,-75.0,-61.0,-63.0,-69.0,9.0
-57.0,-75.0,-61.0,-62.0,-77.0,9.0
-57.0,-60.0,-67.0,-57.0,-77.0,9.0
-69.0,-60.0,-66.0,-57.0,-68.0,9.0
-57.0,-76.0,-62.0,-63.0,-77.0,9.0
-56.0,-76.0,-62.0,-63.0,-77.0,9.0
-70.0,-61.0,-74.0,-63.0,-69.0,9.0
-70.0,-61.0,-74.0,-63.0,-78.0,9.0
-57.0,-71.0,-66.0,-62.0,-73.0,9.0
-57.0,-72.0,-73.0,-56.0,-75.0,9.0
-54.0,-74.0,-73.0,-65.0,-81.0,9.0
-54.0,-74.0,-74.0,-63.0,-81.0,9.0
-57.0,-73.0,-66.0,-63.0,-73.0,9.0
-57.0,-73.0,-62.0,-63.0,-73.0,9.0
-72.0,-74.0,-66.0,-63.0,-79.0,9.0
-72.0,-74.0,-66.0,-56.0,-74.0,9.0
-58.0,-76.0,-62.0,-65.0,-74.0,9.0
-57.0,-75.0,-62.0,-65.0,-82.0,9.0
-72.0,-77.0,-62.0,-57.0,-72.0,9.0
-72.0,-76.0,-62.0,-56.0,-72.0,9.0
-54.0,-59.0,-66.0,-65.0,-80.0,9.0
-54.0,-59.0,-74.0,-57.0,-80.0,9.0
-71.0,-60.0,-74.0,-63.0,-69.0,9.0
-71.0,-60.0,-66.0,-65.0,-75.0,9.0
-54.0,-77.0,-66.0,-64.0,-69.0,9.0
-55.0,-75.0,-62.0,-64.0,-69.0,9.0
-54.0,-73.0,-62.0,-64.0,-75.0,9.0
-54.0,-73.0,-74.0,-64.0,-70.0,9.0
-70.0,-59.0,-66.0,-64.0,-70.0,9.0
-70.0,-59.0,-65.0,-64.0,-75.0,9.0
-57.0,-75.0,-74.0,-64.0,-79.0,9.0
-57.0,-75.0,-66.0,-64.0,-78.0,9.0
-71.0,-76.0,-79.0,-57.0,-70.0,9.0
-57.0,-76.0,-79.0,-57.0,-77.0,9.0
-57.0,-59.0,-77.0,-64.0,-69.0,9.0
-72.0,-59.0,-77.0,-64.0,-77.0,9.0
-72.0,-77.0,-65.0,-62.0,-77.0,9.0
-54.0,-76.0,-62.0,-62.0,-68.0,9.0
-54.0,-78.0,-62.0,-62.0,-75.0,9.0
-57.0,-78.0,-66.0,-62.0,-75.0,9.0
-57.0,-76.0,-74.0,-64.0,-68.0,9.0
-54.0,-77.0,-74.0,-56.0,-68.0,9.0
-57.0,-59.0,-66.0,-56.0,-71.0,9.0
-57.0,-59.0,-66.0,-64.0,-71.0,9.0
-55.0,-77.0,-72.0,-64.0,-80.0,9.0
-54.0,-79.0,-73.0,-57.0,-81.0,9.0
-54.0,-74.0,-68.0,-58.0,-69.0,9.0
-54.0,-77.0,-72.0,-64.0,-75.0,9.0
-57.0,-77.0,-77.0,-64.0,-79.0,9.0
-57.0,-75.0,-77.0,-57.0,-77.0,9.0
-54.0,-76.0,-62.0,-56.0,-74.0,9.0
-54.0,-77.0,-63.0,-62.0,-74.0,9.0
-71.0,-77.0,-65.0,-62.0,-71.0,9.0
-72.0,-78.0,-65.0,-55.0,-79.0,9.0
-57.0,-77.0,-62.0,-56.0,-75.0,9.0
-57.0,-73.0,-62.0,-65.0,-74.0,9.0
-54.0,-73.0,-75.0,-64.0,-74.0,9.0
-54.0,-77.0,-62.0,-52.0,-77.0,9.0
-57.0,-77.0,-62.0,-58.0,-78.0,9.0
-56.0,-60.0,-66.0,-62.0,-77.0,9.0
-71.0,-75.0,-63.0,-55.0,-81.0,9.0
-70.0,-74.0,-63.0,-56.0,-82.0,9.0
-57.0,-60.0,-66.0,-65.0,-71.0,9.0
-57.0,-75.0,-62.0,-57.0,-73.0,9.0
-71.0,-76.0,-63.0,-57.0,-73.0,9.0
-70.0,-76.0,-66.0,-64.0,-68.0,9.0
-54.0,-75.0,-77.0,-64.0,-68.0,9.0
-54.0,-75.0,-78.0,-57.0,-73.0,9.0
-57.0,-75.0,-66.0,-57.0,-73.0,9.0
-57.0,-77.0,-70.0,-59.0,-73.0,9.0
-54.0,-76.0,-61.0,-59.0,-73.0,9.0
-54.0,-77.0,-61.0,-67.0,-67.0,9.0
-57.0,-77.0,-69.0,-59.0,-76.0,9.0
-57.0,-77.0,-61.0,-59.0,-68.0,9.0
-53.0,-77.0,-61.0,-67.0,-68.0,9.0
-53.0,-61.0,-62.0,-67.0,-84.0,9.0
-57.0,-60.0,-61.0,-59.0,-85.0,9.0
-57.0,-78.0,-74.0,-63.0,-68.0,9.0
-54.0,-60.0,-61.0,-63.0,-68.0,9.0
-54.0,-59.0,-61.0,-56.0,-81.0,9.0
-71.0,-61.0,-81.0,-57.0,-68.0,9.0
-55.0,-61.0,-81.0,-63.0,-81.0,9.0
-54.0,-76.0,-60.0,-62.0,-75.0,9.0
-54.0,-76.0,-60.0,-57.0,-75.0,9.0
-54.0,-60.0,-69.0,-60.0,-80.0,9.0
-53.0,-59.0,-71.0,-60.0,-68.0,9.0
-53.0,-61.0,-68.0,-63.0,-78.0,9.0
-71.0,-60.0,-70.0,-57.0,-78.0,9.0
-71.0,-79.0,-68.0,-67.0,-69.0,9.0
-56.0,-79.0,-61.0,-67.0,-80.0,9.0
-56.0,-59.0,-61.0,-57.0,-74.0,9.0
-71.0,-59.0,-71.0,-64.0,-76.0,9.0
-71.0,-72.0,-62.0,-64.0,-74.0,9.0
-56.0,-72.0,-62.0,-65.0,-74.0,9.0
-57.0,-60.0,-72.0,-62.0,-81.0,9.0
-68.0,-60.0,-70.0,-62.0,-68.0,9.0
-68.0,-74.0,-70.0,-57.0,-78.0,9.0
-53.0,-74.0,-73.0,-57.0,-78.0,9.0
-53.0,-74.0,-67.0,-61.0,-68.0,9.0
-54.0,-74.0,-67.0,-61.0,-74.0,9.0
-55.0,-61.0,-82.0,-56.0,-74.0,9.0
-58.0,-61.0,-82.0,-54.0,-76.0,9.0
-54.0,-78.0,-67.0,-61.0,-74.0,9.0
-54.0,-78.0,-72.0,-61.0,-73.0,9.0
-69.0,-81.0,-69.0,-57.0,-78.0,9.0
-56.0,-81.0,-70.0,-64.0,-69.0,9.0
-56.0,-73.0,-67.0,-57.0,-76.0,9.0
-72.0,-73.0,-77.0,-57.0,-75.0,9.0
-73.0,-79.0,-65.0,-63.0,-75.0,9.0
-58.0,-79.0,-65.0,-63.0,-69.0,9.0
-58.0,-70.0,-65.0,-65.0,-69.0,9.0
-54.0,-70.0,-64.0,-65.0,-73.0,9.0
-74.0,-80.0,-67.0,-63.0,-75.0,9.0
-74.0,-62.0,-66.0,-63.0,-75.0,9.0
-53.0,-61.0,-70.0,-63.0,-78.0,9.0
-53.0,-72.0,-70.0,-58.0,-69.0,9.0
-75.0,-73.0,-70.0,-58.0,-75.0,9.0
-75.0,-60.0,-67.0,-62.0,-74.0,9.0
-55.0,-60.0,-67.0,-63.0,-74.0,9.0
-54.0,-73.0,-62.0,-57.0,-69.0,9.0
-71.0,-75.0,-62.0,-57.0,-77.0,9.0
-56.0,-74.0,-65.0,-66.0,-74.0,9.0
-70.0,-74.0,-66.0,-61.0,-74.0,9.0
-70.0,-61.0,-62.0,-61.0,-76.0,9.0
-56.0,-81.0,-65.0,-63.0,-69.0,9.0
-54.0,-81.0,-62.0,-63.0,-69.0,9.0
-69.0,-62.0,-62.0,-62.0,-77.0,9.0
-70.0,-61.0,-70.0,-63.0,-76.0,9.0
-56.0,-77.0,-63.0,-58.0,-69.0,9.0
-55.0,-77.0,-63.0,-58.0,-79.0,9.0
-56.0,-60.0,-65.0,-61.0,-68.0,9.0
-56.0,-60.0,-64.0,-61.0,-75.0,9.0
-54.0,-71.0,-63.0,-61.0,-78.0,9.0
-54.0,-72.0,-63.0,-65.0,-74.0,9.0
-54.0,-79.0,-64.0,-57.0,-74.0,9.0
-71.0,-79.0,-64.0,-62.0,-77.0,9.0
-55.0,-74.0,-61.0,-62.0,-77.0,9.0
-54.0,-73.0,-61.0,-66.0,-69.0,9.0
-71.0,-59.0,-64.0,-62.0,-78.0,9.0
-71.0,-60.0,-63.0,-61.0,-78.0,9.0
-58.0,-75.0,-63.0,-65.0,-70.0,9.0
-53.0,-75.0,-70.0,-57.0,-78.0,9.0
-53.0,-60.0,-61.0,-65.0,-69.0,9.0
-54.0,-59.0,-61.0,-64.0,-78.0,9.0
-70.0,-75.0,-66.0,-57.0,-78.0,9.0
-69.0,-85.0,-62.0,-57.0,-69.0,9.0
-58.0,-85.0,-62.0,-65.0,-78.0,9.0
-58.0,-72.0,-67.0,-62.0,-69.0,9.0
-54.0,-72.0,-68.0,-62.0,-74.0,9.0
-53.0,-80.0,-61.0,-57.0,-74.0,9.0
-69.0,-72.0,-61.0,-57.0,-74.0,9.0
-69.0,-72.0,-79.0,-65.0,-81.0,9.0
-53.0,-59.0,-79.0,-57.0,-74.0,9.0
-53.0,-59.0,-61.0,-57.0,-81.0,9.0
-71.0,-74.0,-61.0,-60.0,-81.0,9.0
-71.0,-75.0,-75.0,-62.0,-69.0,9.0
-54.0,-61.0,-62.0,-57.0,-81.0,9.0
-54.0,-61.0,-62.0,-57.0,-80.0,9.0
-73.0,-80.0,-74.0,-63.0,-69.0,9.0
-54.0,-80.0,-68.0,-63.0,-81.0,9.0
-58.0,-60.0,-62.0,-57.0,-69.0,9.0
-57.0,-77.0,-62.0,-57.0,-81.0,9.0
-56.0,-76.0,-74.0,-63.0,-81.0,9.0
-56.0,-59.0,-62.0,-63.0,-69.0,9.0
-54.0,-59.0,-62.0,-57.0,-75.0,9.0
-54.0,-77.0,-68.0,-57.0,-75.0,9.0
-55.0,-77.0,-77.0,-63.0,-81.0,9.0
-56.0,-80.0,-77.0,-64.0,-81.0,9.0
-56.0,-80.0,-68.0,-57.0,-68.0,9.0
-56.0,-76.0,-62.0,-56.0,-81.0,9.0
-55.0,-80.0,-62.0,-62.0,-69.0,9.0
-54.0,-79.0,-62.0,-62.0,-81.0,9.0
-54.0,-76.0,-62.0,-56.0,-80.0,9.0
-53.0,-76.0,-72.0,-56.0,-69.0,9.0
-72.0,-79.0,-74.0,-62.0,-75.0,9.0
-55.0,-79.0,-74.0,-62.0,-69.0,9.0
-54.0,-75.0,-68.0,-65.0,-68.0,9.0
-75.0,-75.0,-68.0,-62.0,-75.0,9.0
-75.0,-59.0,-66.0,-62.0,-81.0,9.0
-56.0,-59.0,-75.0,-64.0,-69.0,9.0
-72.0,-75.0,-77.0,-62.0,-68.0,9.0
-72.0,-75.0,-62.0,-62.0,-75.0,9.0
-54.0,-59.0,-62.0,-57.0,-69.0,9.0
-57.0,-59.0,-75.0,-57.0,-75.0,9.0
-56.0,-76.0,-62.0,-64.0,-75.0,9.0
-53.0,-75.0,-62.0,-57.0,-68.0,9.0
-69.0,-77.0,-77.0,-63.0,-75.0,9.0
-69.0,-77.0,-76.0,-57.0,-69.0,9.0
-55.0,-78.0,-62.0,-57.0,-68.0,9.0
-55.0,-78.0,-62.0,-65.0,-69.0,9.0
-54.0,-61.0,-77.0,-57.0,-75.0,9.0
-56.0,-61.0,-77.0,-56.0,-75.0,9.0
-52.0,-77.0,-62.0,-62.0,-80.0,9.0
-69.0,-76.0,-62.0,-62.0,-69.0,9.0
-69.0,-83.0,-78.0,-65.0,-69.0,9.0
-56.0,-83.0,-67.0,-57.0,-75.0,9.0
-54.0,-77.0,-67.0,-56.0,-80.0,9.0
-54.0,-77.0,-77.0,-64.0,-80.0,9.0
-70.0,-78.0,-67.0,-65.0,-75.0,9.0
-70.0,-81.0,-62.0,-56.0,-75.0,9.0
-54.0,-81.0,-67.0,-62.0,-80.0,9.0
-52.0,-60.0,-62.0,-65.0,-68.0,9.0
-71.0,-60.0,-62.0,-65.0,-80.0,9.0
-70.0,-60.0,-76.0,-57.0,-80.0,9.0
-54.0,-60.0,-75.0,-56.0,-75.0,9.0
-55.0,-74.0,-76.0,-65.0,-79.0,9.0
-71.0,-75.0,-62.0,-65.0,-69.0,9.0
-72.0,-60.0,-62.0,-65.0,-68.0,9.0
-58.0,-60.0,-75.0,-65.0,-75.0,9.0
-58.0,-76.0,-67.0,-57.0,-75.0,9.0
-55.0,-75.0,-76.0,-56.0,-81.0,9.0
-57.0,-81.0,-67.0,-65.0,-75.0,9.0
-57.0,-81.0,-62.0,-62.0,-80.0,9.0
-68.0,-74.0,-62.0,-62.0,-80.0,9.0
-54.0,-75.0,-67.0,-65.0,-69.0,9.0
-54.0,-77.0,-67.0,-57.0,-80.0,9.0
-77.0,-59.0,-77.0,-65.0,-69.0,9.0
-77.0,-59.0,-67.0,-65.0,-81.0,9.0
-56.0,-77.0,-76.0,-56.0,-79.0,9.0
-54.0,-76.0,-62.0,-56.0,-69.0,9.0
-73.0,-60.0,-62.0,-65.0,-80.0,9.0
-73.0,-60.0,-76.0,-57.0,-69.0,9.0
-55.0,-74.0,-76.0,-56.0,-80.0,9.0
-54.0,-75.0,-62.0,-62.0,-80.0,9.0
-54.0,-60.0,-62.0,-62.0,-68.0,9.0
-54.0,-60.0,-76.0,-57.0,-80.0,9.0
-54.0,-79.0,-76.0,-65.0,-69.0,9.0
-74.0,-80.0,-67.0,-65.0,-68.0,9.0
-74.0,-81.0,-67.0,-57.0,-75.0,9.0
-54.0,-80.0,-77.0,-65.0,-75.0,9.0
-54.0,-76.0,-62.0,-62.0,-80.0,9.0
-73.0,-76.0,-62.0,-62.0,-80.0,9.0
-73.0,-81.0,-77.0,-57.0,-68.0,9.0
-54.0,-79.0,-62.0,-56.0,-75.0,9.0
-56.0,-60.0,-62.0,-65.0,-80.0,9.0
-73.0,-60.0,-67.0,-65.0,-80.0,9.0
-73.0,-80.0,-67.0,-55.0,-75.0,9.0
-56.0,-60.0,-62.0,-56.0,-69.0,9.0
-73.0,-60.0,-62.0,-62.0,-68.0,9.0
-74.0,-80.0,-76.0,-65.0,-75.0,9.0
-54.0,-79.0,-67.0,-65.0,-68.0,9.0
-54.0,-77.0,-67.0,-57.0,-75.0,9.0
-73.0,-76.0,-62.0,-56.0,-75.0,9.0
-73.0,-80.0,-62.0,-65.0,-81.0,9.0
-55.0,-79.0,-67.0,-57.0,-68.0,9.0
-54.0,-76.0,-62.0,-65.0,-75.0,9.0
-74.0,-76.0,-62.0,-62.0,-81.0,9.0
-73.0,-80.0,-67.0,-62.0,-80.0,9.0
-56.0,-80.0,-77.0,-65.0,-69.0,9.0
-54.0,-76.0,-77.0,-57.0,-68.0,9.0
-52.0,-76.0,-67.0,-62.0,-75.0,9.0
-56.0,-60.0,-67.0,-62.0,-68.0,9.0
