BLE1,BLE2,BLE3,BLE4,BLE5,PRED
-59.0,-68.9515235457,-56.0,-60.5444264943,-76.2646566164,3.0
-60.0,-68.9515235457,-56.0,-60.5444264943,-76.2646566164,3.0
-59.0,-68.9515235457,-62.1947513812,-60.5444264943,-76.2646566164,3.0
-65.0,-68.9515235457,-62.1947513812,-60.5444264943,-76.2646566164,3.0
-65.0,-68.9515235457,-62.1947513812,-60.5444264943,-76.2646566164,3.0
-60.0,-68.9515235457,-62.1947513812,-60.5444264943,-76.2646566164,3.0
-59.0,-68.9515235457,-62.1947513812,-60.5444264943,-76.2646566164,3.0
-56.0,-68.9515235457,-62.1947513812,-60.5444264943,-76.2646566164,3.0
-55.0,-68.9515235457,-62.1947513812,-60.5444264943,-76.2646566164,3.0
-67.0,-68.9515235457,-62.1947513812,-60.5444264943,-76.2646566164,3.0
-67.0,-68.9515235457,-62.1947513812,-60.5444264943,-76.2646566164,3.0
-56.0,-68.9515235457,-62.1947513812,-60.5444264943,-76.2646566164,3.0
-59.0,-68.9515235457,-62.1947513812,-60.5444264943,-76.2646566164,3.0
-67.0,-60.0,-56.0,-62.0,-77.0,4.0
-61.0,-61.0,-56.0,-62.0,-62.0,4.0
-61.0,-59.0,-55.0,-65.0,-62.0,4.0
-67.0,-59.0,-56.0,-62.0,-63.0,4.0
-67.0,-54.0,-56.0,-62.0,-62.0,4.0
-68.0,-54.0,-54.0,-62.0,-68.0,4.0
-68.0,-59.0,-55.0,-62.0,-68.0,4.0
-67.0,-59.0,-56.0,-58.0,-63.0,4.0
-67.0,-61.0,-55.0,-57.0,-63.0,4.0
-61.0,-61.0,-56.0,-65.0,-76.0,4.0
-61.0,-54.0,-54.0,-64.0,-77.0,4.0
-67.0,-59.0,-55.0,-58.0,-63.0,4.0
-67.0,-59.0,-55.0,-65.0,-63.0,4.0
-61.0,-54.0,-54.0,-64.0,-76.0,4.0
-61.0,-54.0,-55.0,-58.0,-77.0,4.0
-67.0,-59.0,-55.0,-65.0,-68.0,4.0
-67.0,-59.0,-54.0,-65.0,-68.0,4.0
-61.0,-61.0,-54.0,-62.0,-77.0,4.0
-61.0,-61.0,-56.0,-62.0,-77.0,4.0
-67.0,-57.0,-56.0,-64.0,-68.0,4.0
-67.0,-59.0,-55.0,-65.0,-68.0,4.0
-61.0,-54.0,-54.0,-58.0,-62.0,4.0
-61.0,-54.0,-56.0,-57.0,-62.0,4.0
-67.0,-54.0,-55.0,-62.0,-68.0,4.0
-67.0,-54.0,-54.0,-62.0,-68.0,4.0
-61.0,-59.0,-56.0,-61.0,-77.0,4.0
-61.0,-59.0,-55.0,-62.0,-62.0,4.0
-68.0,-54.0,-56.0,-62.0,-62.0,4.0
-68.0,-54.0,-54.0,-65.0,-77.0,4.0
-67.0,-60.0,-55.0,-62.0,-77.0,4.0
-68.0,-59.0,-56.0,-62.0,-68.0,4.0
-68.0,-54.0,-56.0,-62.0,-68.0,4.0
-61.0,-54.0,-55.0,-62.0,-77.0,4.0
-61.0,-61.0,-54.0,-58.0,-77.0,4.0
-67.0,-61.0,-56.0,-57.0,-68.0,4.0
-67.0,-54.0,-56.0,-64.0,-68.0,4.0
-61.0,-54.0,-55.0,-64.0,-77.0,4.0
-61.0,-54.0,-56.0,-62.0,-77.0,4.0
-67.0,-54.0,-55.0,-62.0,-68.0,4.0
-67.0,-59.0,-54.0,-65.0,-68.0,4.0
-68.0,-59.0,-54.0,-62.0,-77.0,4.0
-68.0,-54.0,-54.0,-62.0,-77.0,4.0
-67.0,-54.0,-56.0,-64.0,-68.0,4.0
-67.0,-59.0,-56.0,-64.0,-68.0,4.0
-68.0,-59.0,-55.0,-58.0,-77.0,4.0
-68.0,-54.0,-55.0,-62.0,-77.0,4.0
-67.0,-54.0,-54.0,-65.0,-62.0,4.0
-67.0,-54.0,-56.0,-64.0,-62.0,4.0
-68.0,-60.0,-54.0,-58.0,-62.0,4.0
-68.0,-61.0,-54.0,-58.0,-62.0,4.0
-67.0,-60.0,-56.0,-64.0,-68.0,4.0
-68.0,-60.0,-55.0,-64.0,-68.0,4.0
-68.0,-54.0,-56.0,-58.0,-62.0,4.0
-67.0,-60.0,-56.0,-58.0,-62.0,4.0
-68.0,-61.0,-56.0,-64.0,-68.0,4.0
-68.0,-59.0,-54.0,-58.0,-68.0,4.0
-61.0,-59.0,-56.0,-58.0,-62.0,4.0
-61.0,-61.0,-52.0,-65.0,-62.0,4.0
-68.0,-61.0,-56.0,-62.0,-78.0,4.0
-67.0,-60.0,-56.0,-63.0,-62.0,4.0
-67.0,-59.0,-56.0,-62.0,-62.0,4.0
-61.0,-61.0,-55.0,-62.0,-68.0,4.0
-61.0,-61.0,-56.0,-65.0,-68.0,4.0
-67.0,-54.0,-56.0,-64.0,-77.0,4.0
-61.0,-59.0,-55.0,-58.0,-77.0,4.0
-61.0,-59.0,-54.0,-58.0,-68.0,4.0
-67.0,-60.0,-56.0,-62.0,-68.0,4.0
-67.0,-61.0,-56.0,-62.0,-61.0,4.0
-61.0,-54.0,-56.0,-64.0,-68.0,4.0
-61.0,-60.0,-54.0,-63.0,-68.0,4.0
-68.0,-61.0,-56.0,-62.0,-62.0,4.0
-61.0,-54.0,-56.0,-65.0,-62.0,4.0
-61.0,-60.0,-55.0,-65.0,-77.0,4.0
-67.0,-59.0,-54.0,-58.0,-68.0,4.0
-67.0,-60.0,-56.0,-65.0,-77.0,4.0
-68.0,-59.0,-56.0,-64.0,-68.0,4.0
-68.0,-61.0,-55.0,-57.0,-68.0,4.0
-66.0,-61.0,-54.0,-58.0,-77.0,4.0
-67.0,-54.0,-56.0,-64.0,-77.0,4.0
-61.0,-54.0,-55.0,-64.0,-68.0,4.0
-61.0,-61.0,-54.0,-58.0,-68.0,4.0
-68.0,-61.0,-55.0,-57.0,-76.0,4.0
-68.0,-54.0,-56.0,-64.0,-76.0,4.0
-61.0,-60.0,-55.0,-64.0,-62.0,4.0
-61.0,-59.0,-54.0,-58.0,-62.0,4.0
-67.0,-60.0,-56.0,-62.0,-77.0,4.0
-67.0,-61.0,-55.0,-62.0,-62.0,4.0
-61.0,-61.0,-54.0,-62.0,-62.0,4.0
-61.0,-59.0,-54.0,-64.0,-62.0,4.0
-67.0,-59.0,-55.0,-64.0,-62.0,4.0
-67.0,-61.0,-55.0,-62.0,-77.0,4.0
-68.0,-59.0,-54.0,-58.0,-62.0,4.0
-68.0,-59.0,-56.0,-58.0,-77.0,4.0
-67.0,-59.0,-56.0,-65.0,-78.0,4.0
-67.0,-59.0,-56.0,-64.0,-61.0,4.0
-61.0,-60.0,-56.0,-62.0,-62.0,4.0
-61.0,-59.0,-56.0,-62.0,-78.0,4.0
-68.0,-54.0,-56.0,-58.0,-62.0,4.0
-61.0,-54.0,-55.0,-65.0,-77.0,4.0
-61.0,-60.0,-56.0,-64.0,-77.0,4.0
-68.0,-61.0,-56.0,-58.0,-62.0,4.0
-61.0,-54.0,-56.0,-58.0,-62.0,4.0
-61.0,-54.0,-54.0,-65.0,-77.0,4.0
-66.0,-59.0,-56.0,-65.0,-62.0,4.0
-67.0,-60.0,-56.0,-58.0,-62.0,4.0
-61.0,-60.0,-56.0,-58.0,-68.0,4.0
-61.0,-54.0,-54.0,-64.0,-68.0,4.0
-67.0,-54.0,-56.0,-65.0,-77.0,4.0
-67.0,-60.0,-55.0,-58.0,-77.0,4.0
-61.0,-59.0,-56.0,-58.0,-68.0,4.0
-61.0,-61.0,-56.0,-62.0,-68.0,4.0
-67.0,-58.0,-56.0,-64.0,-62.0,4.0
-67.0,-59.0,-56.0,-64.0,-62.0,4.0
-67.0,-54.0,-56.0,-58.0,-62.0,4.0
-67.0,-54.0,-56.0,-58.0,-77.0,4.0
-68.0,-59.0,-56.0,-64.0,-62.0,4.0
-68.0,-60.0,-55.0,-64.0,-62.0,4.0
-68.0,-60.0,-56.0,-58.0,-68.0,4.0
-68.0,-59.0,-56.0,-58.0,-68.0,4.0
-61.0,-61.0,-55.0,-64.0,-62.0,4.0
-61.0,-61.0,-56.0,-64.0,-62.0,4.0
-67.0,-54.0,-56.0,-62.0,-68.0,4.0
-67.0,-54.0,-55.0,-62.0,-68.0,4.0
-61.0,-59.0,-54.0,-64.0,-78.0,4.0
-61.0,-60.0,-56.0,-61.0,-77.0,4.0
-67.0,-60.0,-55.0,-62.0,-68.0,4.0
-68.0,-59.0,-55.0,-58.0,-68.0,4.0
-68.0,-59.0,-56.0,-57.0,-62.0,4.0
-68.0,-61.0,-56.0,-62.0,-62.0,4.0
-68.0,-61.0,-55.0,-62.0,-77.0,4.0
-68.0,-54.0,-54.0,-58.0,-62.0,4.0
-67.0,-60.0,-54.0,-58.0,-62.0,4.0
-61.0,-54.0,-56.0,-62.0,-78.0,4.0
-61.0,-60.0,-56.0,-62.0,-68.0,4.0
-67.0,-61.0,-54.0,-58.0,-62.0,4.0
-61.0,-54.0,-54.0,-58.0,-62.0,4.0
-67.0,-54.0,-56.0,-64.0,-77.0,4.0
-67.0,-59.0,-56.0,-64.0,-68.0,4.0
-61.0,-59.0,-54.0,-58.0,-68.0,4.0
-61.0,-54.0,-54.0,-58.0,-77.0,4.0
-68.0,-54.0,-56.0,-65.0,-62.0,4.0
-61.0,-61.0,-56.0,-64.0,-61.0,4.0
-61.0,-61.0,-56.0,-58.0,-77.0,4.0
-68.0,-59.0,-57.0,-58.0,-77.0,4.0
-68.0,-59.0,-56.0,-62.0,-62.0,4.0
-67.0,-61.0,-56.0,-65.0,-62.0,4.0
-68.0,-61.0,-54.0,-64.0,-77.0,4.0
-68.0,-59.0,-56.0,-58.0,-77.0,4.0
-67.0,-59.0,-56.0,-58.0,-68.0,4.0
-68.0,-61.0,-56.0,-62.0,-77.0,4.0
-68.0,-60.0,-56.0,-58.0,-77.0,4.0
-67.0,-59.0,-54.0,-58.0,-68.0,4.0
-67.0,-54.0,-56.0,-62.0,-77.0,4.0
-61.0,-54.0,-54.0,-65.0,-77.0,4.0
-61.0,-61.0,-55.0,-64.0,-68.0,4.0
-66.0,-61.0,-54.0,-58.0,-68.0,4.0
-68.0,-54.0,-55.0,-62.0,-77.0,4.0
-68.0,-61.0,-56.0,-64.0,-77.0,4.0
-68.0,-61.0,-56.0,-58.0,-62.0,4.0
-69.0,-54.0,-54.0,-64.0,-62.0,4.0
-69.0,-61.0,-56.0,-63.0,-78.0,4.0
-68.0,-61.0,-56.0,-64.0,-68.0,4.0
-69.0,-54.0,-56.0,-64.0,-62.0,4.0
-68.0,-60.0,-55.0,-58.0,-62.0,4.0
-61.0,-61.0,-54.0,-57.0,-77.0,4.0
-61.0,-61.0,-56.0,-62.0,-68.0,4.0
-67.0,-54.0,-55.0,-58.0,-62.0,4.0
-67.0,-54.0,-54.0,-58.0,-62.0,4.0
-61.0,-60.0,-54.0,-62.0,-68.0,4.0
-61.0,-61.0,-56.0,-64.0,-68.0,4.0
-67.0,-54.0,-54.0,-64.0,-62.0,4.0
-67.0,-54.0,-54.0,-58.0,-62.0,4.0
-61.0,-60.0,-55.0,-57.0,-77.0,4.0
-61.0,-59.0,-55.0,-62.0,-62.0,4.0
-67.0,-54.0,-54.0,-62.0,-62.0,4.0
-67.0,-54.0,-54.0,-65.0,-78.0,4.0
-61.0,-61.0,-56.0,-62.0,-62.0,4.0
-61.0,-61.0,-55.0,-62.0,-62.0,4.0
-67.0,-54.0,-56.0,-62.0,-68.0,4.0
-68.0,-59.0,-54.0,-62.0,-68.0,4.0
-61.0,-60.0,-56.0,-62.0,-78.0,4.0
-61.0,-60.0,-56.0,-62.0,-77.0,4.0
-61.0,-61.0,-56.0,-58.0,-68.0,4.0
-61.0,-54.0,-54.0,-58.0,-63.0,4.0
-68.0,-61.0,-57.0,-62.0,-62.0,4.0
-68.0,-60.0,-56.0,-58.0,-77.0,4.0
-61.0,-54.0,-55.0,-57.0,-68.0,4.0
-61.0,-53.0,-56.0,-62.0,-77.0,4.0
-68.0,-60.0,-56.0,-62.0,-77.0,4.0
-61.0,-61.0,-57.0,-58.0,-68.0,4.0
-61.0,-59.0,-55.0,-58.0,-68.0,4.0
-67.0,-60.0,-56.0,-65.0,-77.0,4.0
-67.0,-61.0,-54.0,-64.0,-77.0,4.0
-61.0,-61.0,-56.0,-58.0,-68.0,4.0
-61.0,-54.0,-56.0,-58.0,-77.0,4.0
-67.0,-59.0,-55.0,-65.0,-77.0,4.0
-68.0,-59.0,-56.0,-62.0,-68.0,4.0
-68.0,-60.0,-56.0,-62.0,-68.0,4.0
-67.0,-61.0,-56.0,-58.0,-62.0,4.0
-61.0,-54.0,-56.0,-58.0,-62.0,4.0
-61.0,-54.0,-56.0,-65.0,-77.0,4.0
-66.0,-60.0,-56.0,-64.0,-77.0,4.0
-67.0,-60.0,-54.0,-58.0,-68.0,4.0
-61.0,-60.0,-55.0,-57.0,-77.0,4.0
-61.0,-54.0,-55.0,-65.0,-77.0,4.0
-67.0,-54.0,-55.0,-64.0,-68.0,4.0
-67.0,-60.0,-55.0,-58.0,-68.0,4.0
-61.0,-60.0,-54.0,-64.0,-77.0,4.0
-67.0,-59.0,-56.0,-64.0,-77.0,4.0
-67.0,-60.0,-56.0,-58.0,-68.0,4.0
-61.0,-61.0,-54.0,-58.0,-68.0,4.0
-61.0,-61.0,-56.0,-62.0,-76.0,4.0
-67.0,-59.0,-54.0,-62.0,-77.0,4.0
-67.0,-60.0,-56.0,-58.0,-68.0,4.0
-61.0,-61.0,-56.0,-58.0,-68.0,4.0
-61.0,-60.0,-54.0,-64.0,-77.0,4.0
-68.0,-60.0,-56.0,-64.0,-77.0,4.0
-68.0,-61.0,-54.0,-58.0,-62.0,4.0
-68.0,-61.0,-54.0,-58.0,-62.0,4.0
-68.0,-60.0,-56.0,-62.0,-77.0,4.0
-61.0,-59.0,-56.0,-64.0,-77.0,4.0
-61.0,-61.0,-56.0,-63.0,-68.0,4.0
-67.0,-59.0,-54.0,-62.0,-68.0,4.0
-67.0,-59.0,-56.0,-62.0,-77.0,4.0
-61.0,-54.0,-56.0,-62.0,-77.0,4.0
-61.0,-54.0,-54.0,-62.0,-61.0,4.0
-68.0,-60.0,-54.0,-64.0,-62.0,4.0
-61.0,-59.0,-56.0,-63.0,-62.0,4.0
-61.0,-60.0,-56.0,-58.0,-62.0,4.0
-67.0,-59.0,-55.0,-62.0,-77.0,4.0
-67.0,-60.0,-56.0,-64.0,-77.0,4.0
-68.0,-61.0,-57.0,-64.0,-68.0,4.0
-61.0,-54.0,-57.0,-58.0,-68.0,4.0
-61.0,-59.0,-56.0,-58.0,-62.0,4.0
-69.0,-60.0,-56.0,-65.0,-62.0,4.0
-68.0,-61.0,-56.0,-64.0,-68.0,4.0
-61.0,-61.0,-56.0,-58.0,-68.0,4.0
-67.0,-60.0,-56.0,-57.0,-62.0,4.0
-67.0,-60.0,-56.0,-65.0,-62.0,4.0
-68.0,-60.0,-56.0,-58.0,-62.0,4.0
-61.0,-61.0,-54.0,-57.0,-62.0,4.0
-61.0,-61.0,-54.0,-64.0,-62.0,4.0
-68.0,-54.0,-56.0,-64.0,-62.0,4.0
-66.0,-54.0,-56.0,-58.0,-77.0,4.0
-66.0,-61.0,-54.0,-58.0,-77.0,4.0
-68.0,-61.0,-54.0,-63.0,-77.0,4.0
-68.0,-56.0,-56.0,-62.0,-77.0,4.0
-67.0,-60.0,-54.0,-62.0,-66.0,4.0
-67.0,-61.0,-54.0,-64.0,-68.0,4.0
-61.0,-54.0,-55.0,-64.0,-78.0,4.0
-61.0,-60.0,-56.0,-62.0,-77.0,4.0
-67.0,-61.0,-56.0,-62.0,-68.0,4.0
-61.0,-60.0,-56.0,-65.0,-76.0,4.0
-61.0,-60.0,-56.0,-64.0,-63.0,4.0
-67.0,-54.0,-56.0,-62.0,-62.0,4.0
-67.0,-54.0,-55.0,-62.0,-76.0,4.0
-68.0,-60.0,-55.0,-65.0,-62.0,4.0
-68.0,-61.0,-54.0,-62.0,-62.0,4.0
-66.0,-54.0,-54.0,-58.0,-76.0,4.0
-61.0,-60.0,-55.0,-58.0,-77.0,4.0
-61.0,-60.0,-55.0,-65.0,-68.0,4.0
-67.0,-54.0,-56.0,-64.0,-68.0,4.0
-61.0,-54.0,-56.0,-58.0,-62.0,4.0
-61.0,-60.0,-56.0,-58.0,-62.0,4.0
-67.0,-60.0,-56.0,-62.0,-68.0,4.0
-67.0,-61.0,-56.0,-62.0,-68.0,4.0
-61.0,-60.0,-58.0,-62.0,-62.0,4.0
-61.0,-61.0,-56.0,-65.0,-62.0,4.0
-66.0,-60.0,-56.0,-62.0,-61.0,4.0
-66.0,-60.0,-54.0,-62.0,-62.0,4.0
-68.0,-54.0,-55.0,-64.0,-68.0,4.0
-68.0,-54.0,-54.0,-65.0,-68.0,4.0
-66.0,-60.0,-56.0,-58.0,-77.0,4.0
-67.0,-60.0,-56.0,-58.0,-77.0,4.0
-61.0,-54.0,-56.0,-65.0,-68.0,4.0
-61.0,-54.0,-56.0,-64.0,-68.0,4.0
-66.0,-60.0,-55.0,-58.0,-77.0,4.0
-67.0,-60.0,-56.0,-58.0,-77.0,4.0
-61.0,-54.0,-56.0,-65.0,-68.0,4.0
-61.0,-54.0,-57.0,-64.0,-68.0,4.0
-68.0,-60.0,-55.0,-58.0,-77.0,4.0
-61.0,-59.0,-55.0,-58.0,-77.0,4.0
-61.0,-61.0,-55.0,-63.0,-62.0,4.0
-68.0,-60.0,-54.0,-63.0,-62.0,4.0
-68.0,-60.0,-56.0,-58.0,-77.0,4.0
-61.0,-59.0,-56.0,-58.0,-77.0,4.0
-61.0,-60.0,-56.0,-64.0,-62.0,4.0
-66.0,-61.0,-55.0,-64.0,-62.0,4.0
-66.0,-61.0,-55.0,-58.0,-77.0,4.0
-61.0,-59.0,-55.0,-64.0,-62.0,4.0
-61.0,-60.0,-54.0,-64.0,-62.0,4.0
-66.0,-54.0,-56.0,-58.0,-62.0,4.0
-66.0,-54.0,-56.0,-58.0,-62.0,4.0
-68.0,-61.0,-55.0,-62.0,-77.0,4.0
-68.0,-61.0,-52.0,-58.0,-68.0,4.0
-67.0,-54.0,-56.0,-58.0,-77.0,4.0
-68.0,-54.0,-56.0,-62.0,-77.0,4.0
-68.0,-60.0,-56.0,-62.0,-68.0,4.0
-61.0,-60.0,-54.0,-65.0,-77.0,4.0
-61.0,-54.0,-56.0,-62.0,-77.0,4.0
-61.0,-54.0,-56.0,-62.0,-68.0,4.0
-61.0,-60.0,-56.0,-58.0,-68.0,4.0
-68.0,-60.0,-54.0,-57.0,-63.0,4.0
-68.0,-60.0,-56.0,-64.0,-77.0,4.0
-61.0,-60.0,-56.0,-64.0,-77.0,4.0
-61.0,-60.0,-55.0,-58.0,-77.0,4.0
-68.0,-54.0,-56.0,-58.0,-77.0,4.0
-68.0,-60.0,-56.0,-65.0,-68.0,4.0
-61.0,-61.0,-54.0,-64.0,-68.0,4.0
-61.0,-60.0,-54.0,-58.0,-62.0,4.0
-67.0,-60.0,-56.0,-58.0,-62.0,4.0
-67.0,-61.0,-56.0,-58.0,-62.0,4.0
-61.0,-54.0,-56.0,-64.0,-62.0,4.0
-61.0,-61.0,-56.0,-64.0,-77.0,4.0
-67.0,-61.0,-54.0,-62.0,-68.0,4.0
-67.0,-54.0,-56.0,-62.0,-61.0,4.0
-61.0,-60.0,-56.0,-65.0,-62.0,4.0
-61.0,-54.0,-56.0,-62.0,-68.0,4.0
-67.0,-54.0,-54.0,-62.0,-77.0,4.0
-67.0,-60.0,-54.0,-65.0,-77.0,4.0
-61.0,-60.0,-56.0,-62.0,-62.0,4.0
-61.0,-60.0,-56.0,-62.0,-62.0,4.0
-68.0,-60.0,-54.0,-62.0,-68.0,4.0
-68.0,-61.0,-54.0,-62.0,-68.0,4.0
-61.0,-61.0,-55.0,-64.0,-63.0,4.0
-61.0,-60.0,-55.0,-58.0,-62.0,4.0
-61.0,-60.0,-56.0,-65.0,-76.0,4.0
-61.0,-61.0,-56.0,-64.0,-68.0,4.0
-67.0,-61.0,-54.0,-58.0,-76.0,4.0
-66.0,-54.0,-54.0,-57.0,-77.0,4.0
-61.0,-54.0,-56.0,-62.0,-62.0,4.0
-61.0,-61.0,-56.0,-62.0,-62.0,4.0
-66.0,-61.0,-56.0,-63.0,-68.0,4.0
-66.0,-54.0,-55.0,-64.0,-68.0,4.0
-61.0,-54.0,-55.0,-64.0,-62.0,4.0
-61.0,-60.0,-56.0,-58.0,-62.0,4.0
-66.0,-60.0,-56.0,-58.0,-68.0,4.0
-66.0,-56.0,-54.0,-65.0,-68.0,4.0
-69.0,-54.0,-55.0,-64.0,-62.0,4.0
-68.0,-61.0,-55.0,-58.0,-62.0,4.0
-69.0,-61.0,-54.0,-65.0,-68.0,4.0
-69.0,-54.0,-54.0,-64.0,-68.0,4.0
-61.0,-54.0,-54.0,-62.0,-62.0,4.0
-61.0,-61.0,-55.0,-62.0,-62.0,4.0
-67.0,-61.0,-56.0,-64.0,-77.0,4.0
-66.0,-54.0,-54.0,-64.0,-62.0,4.0
-67.0,-61.0,-54.0,-62.0,-62.0,4.0
-66.0,-61.0,-55.0,-62.0,-68.0,4.0
-61.0,-54.0,-56.0,-64.0,-68.0,4.0
-61.0,-61.0,-56.0,-64.0,-62.0,4.0
-68.0,-61.0,-55.0,-58.0,-62.0,4.0
-68.0,-60.0,-54.0,-58.0,-77.0,4.0
-61.0,-60.0,-54.0,-62.0,-62.0,4.0
-61.0,-61.0,-54.0,-62.0,-62.0,4.0
-68.0,-60.0,-55.0,-64.0,-62.0,4.0
-61.0,-60.0,-56.0,-62.0,-62.0,4.0
-61.0,-61.0,-54.0,-62.0,-77.0,4.0
-69.0,-61.0,-56.0,-64.0,-68.0,4.0
-68.0,-54.0,-55.0,-63.0,-77.0,4.0
-66.0,-60.0,-56.0,-62.0,-77.0,4.0
-69.0,-61.0,-56.0,-62.0,-62.0,4.0
-68.0,-54.0,-56.0,-62.0,-62.0,4.0
-68.0,-61.0,-55.0,-58.0,-68.0,4.0
-66.0,-54.0,-56.0,-58.0,-68.0,4.0
-61.0,-61.0,-55.0,-62.0,-62.0,4.0
-61.0,-60.0,-56.0,-62.0,-62.0,4.0
-66.0,-60.0,-56.0,-58.0,-62.0,4.0
-66.0,-61.0,-54.0,-58.0,-68.0,4.0
-61.0,-61.0,-54.0,-65.0,-68.0,4.0
-61.0,-52.0,-54.0,-64.0,-77.0,4.0
-66.0,-61.0,-55.0,-58.0,-62.0,4.0
-66.0,-61.0,-56.0,-58.0,-62.0,4.0
-61.0,-60.0,-56.0,-64.0,-77.0,4.0
-61.0,-60.0,-54.0,-64.0,-77.0,4.0
-67.0,-60.0,-54.0,-58.0,-68.0,4.0
-66.0,-60.0,-56.0,-64.0,-68.0,4.0
-61.0,-60.0,-55.0,-64.0,-77.0,4.0
-66.0,-60.0,-54.0,-58.0,-77.0,4.0
-66.0,-54.0,-56.0,-57.0,-68.0,4.0
-68.0,-54.0,-56.0,-64.0,-68.0,4.0
-61.0,-60.0,-54.0,-58.0,-77.0,4.0
-61.0,-60.0,-54.0,-65.0,-77.0,4.0
-68.0,-54.0,-56.0,-64.0,-68.0,4.0
-68.0,-54.0,-56.0,-58.0,-68.0,4.0
-66.0,-61.0,-54.0,-58.0,-61.0,4.0
-66.0,-61.0,-54.0,-62.0,-62.0,4.0
-61.0,-54.0,-56.0,-64.0,-77.0,4.0
-61.0,-61.0,-54.0,-64.0,-62.0,4.0
-68.0,-54.0,-55.0,-58.0,-62.0,4.0
-68.0,-60.0,-54.0,-58.0,-77.0,4.0
-61.0,-60.0,-54.0,-62.0,-62.0,4.0
-61.0,-54.0,-56.0,-62.0,-62.0,4.0
-68.0,-60.0,-57.0,-64.0,-68.0,4.0
-68.0,-60.0,-56.0,-58.0,-68.0,4.0
-61.0,-61.0,-56.0,-65.0,-77.0,4.0
-61.0,-61.0,-54.0,-62.0,-77.0,4.0
-66.0,-54.0,-54.0,-62.0,-61.0,4.0
-66.0,-61.0,-56.0,-62.0,-62.0,4.0
-61.0,-61.0,-52.0,-62.0,-77.0,4.0
-61.0,-60.0,-54.0,-62.0,-68.0,4.0
-66.0,-60.0,-56.0,-65.0,-77.0,4.0
-66.0,-61.0,-56.0,-58.0,-77.0,4.0
-61.0,-61.0,-56.0,-64.0,-62.0,4.0
-66.0,-54.0,-56.0,-62.0,-62.0,4.0
-66.0,-54.0,-56.0,-62.0,-62.0,4.0
-61.0,-61.0,-56.0,-62.0,-62.0,4.0
-61.0,-61.0,-55.0,-62.0,-77.0,4.0
-69.0,-54.0,-56.0,-65.0,-77.0,4.0
-60.0,-54.0,-56.0,-58.0,-68.0,4.0
-61.0,-61.0,-55.0,-62.0,-62.0,4.0
-66.0,-61.0,-55.0,-62.0,-62.0,4.0
-61.0,-54.0,-54.0,-64.0,-62.0,4.0
-61.0,-60.0,-54.0,-64.0,-68.0,4.0
-66.0,-60.0,-54.0,-58.0,-68.0,4.0
-69.0,-61.0,-56.0,-65.0,-62.0,4.0
-69.0,-61.0,-56.0,-64.0,-62.0,4.0
-66.0,-60.0,-56.0,-58.0,-77.0,4.0
-61.0,-58.0,-56.0,-65.0,-68.0,4.0
-61.0,-54.0,-55.0,-64.0,-68.0,4.0
-68.0,-54.0,-56.0,-62.0,-77.0,4.0
-68.0,-60.0,-54.0,-62.0,-77.0,4.0
-68.0,-61.0,-55.0,-64.0,-62.0,4.0
-69.0,-54.0,-56.0,-64.0,-62.0,4.0
-61.0,-54.0,-56.0,-58.0,-77.0,4.0
-61.0,-60.0,-56.0,-58.0,-62.0,4.0
-69.0,-60.0,-56.0,-65.0,-62.0,4.0
-61.0,-61.0,-54.0,-64.0,-68.0,4.0
-61.0,-54.0,-55.0,-58.0,-68.0,4.0
-66.0,-60.0,-54.0,-64.0,-62.0,4.0
-66.0,-60.0,-58.0,-58.0,-62.0,4.0
-66.0,-61.0,-56.0,-58.0,-68.0,4.0
-65.0,-61.0,-56.0,-65.0,-68.0,4.0
-61.0,-54.0,-54.0,-61.0,-62.0,4.0
-69.0,-60.0,-56.0,-62.0,-61.0,4.0
-68.0,-60.0,-56.0,-65.0,-68.0,4.0
-66.0,-54.0,-54.0,-64.0,-68.0,4.0
-69.0,-54.0,-55.0,-58.0,-63.0,4.0
-69.0,-60.0,-56.0,-57.0,-78.0,4.0
-67.0,-60.0,-56.0,-62.0,-78.0,4.0
-69.0,-54.0,-56.0,-62.0,-68.0,4.0
-69.0,-53.0,-56.0,-58.0,-77.0,4.0
-61.0,-61.0,-56.0,-65.0,-78.0,4.0
-61.0,-61.0,-56.0,-64.0,-62.0,4.0
-66.0,-54.0,-54.0,-58.0,-78.0,4.0
-66.0,-61.0,-55.0,-58.0,-68.0,4.0
-61.0,-61.0,-56.0,-62.0,-62.0,4.0
-61.0,-54.0,-56.0,-62.0,-63.0,4.0
-66.0,-54.0,-56.0,-62.0,-78.0,4.0
-66.0,-61.0,-56.0,-62.0,-78.0,4.0
-61.0,-54.0,-56.0,-64.0,-62.0,4.0
-61.0,-60.0,-54.0,-62.0,-63.0,4.0
-69.0,-59.0,-54.0,-62.0,-77.0,4.0
-68.0,-60.0,-56.0,-64.0,-76.0,4.0
-61.0,-61.0,-56.0,-62.0,-68.0,4.0
-61.0,-60.0,-56.0,-62.0,-68.0,4.0
-69.0,-60.0,-54.0,-64.0,-63.0,4.0
-66.0,-60.0,-56.0,-64.0,-62.0,4.0
-69.0,-60.0,-55.0,-62.0,-68.0,4.0
-68.0,-60.0,-56.0,-62.0,-68.0,4.0
-68.0,-61.0,-56.0,-62.0,-78.0,4.0
-68.0,-61.0,-55.0,-64.0,-78.0,4.0
-61.0,-60.0,-54.0,-64.0,-68.0,4.0
-66.0,-60.0,-56.0,-62.0,-68.0,4.0
