Modelo,Prediccion (%),errorMedio (m.)
LiR,8.57142857143,0.75636638051
Lasso,8.57142857143,0.75636638051
EN,8.57142857143,0.75636638051
KNN,6.68693009119,0.820710654531
CART,8.57142857143,0.748529432976
SVR,9.14893617021,0.747939073451
AB,8.60182370821,0.749968974322
GBM,8.57142857143,0.748529432976
RF,8.60182370821,0.748677061817
ET,8.57142857143,0.748529432976
