Modelo,Prediccion (%),errorMedio (m.)
LoR,8.19496518479,1.099162651
MLP,6.98982324585,1.36319991815
LDA,8.19496518479,1.099162651
KNN,11.408677022,1.00522910079
CART,13.2565613283,0.953432230655
NB,10.0696304231,0.940952275838
SVM,13.3369041243,0.957546921027
AB,13.3101231923,0.957568687284
GBM,13.604713444,0.953594838113
RF,13.0958757365,0.938025234041
ET,13.2565613283,0.953432230655
