Modelo,Prediccion (%),errorMedio (m.)
LoR,10.0081810744,1.03962301064
MLP,7.55385874011,1.21871144001
LDA,10.0081810744,1.02625322557
KNN,9.35369511863,1.01080588303
CART,13.8260158167,0.876464873394
NB,11.2626124898,0.937369760412
SVM,13.8260158167,0.876788884539
AB,13.8260158167,0.876788884539
GBM,13.6351240796,0.879166301348
RF,13.6896645759,0.869762180775
ET,13.8260158167,0.876464873394
