Modelo,Prediccion (%),errorMedio (m.)
LoR,14.7321428571,0.783967524948
MLP,13.28125,0.783398510249
LDA,14.7321428571,0.783757640272
KNN,9.70982142857,0.973341610177
CART,15.4017857143,0.81994751672
NB,14.5089285714,0.787415440842
SVM,15.625,0.814698629167
AB,15.2901785714,0.806443292879
GBM,15.9598214286,0.800723030951
RF,15.2901785714,0.817514664193
ET,15.4017857143,0.81994751672
