Modelo,Prediccion (%),errorMedio (m.)
LiR,6.1328334226,0.782629299737
Lasso,6.1328334226,0.782629299737
EN,6.1328334226,0.782629299737
KNN,8.32886984467,0.827962940632
CART,8.08784145688,0.753241738125
SVR,8.00749866095,0.754412620459
AB,7.60578468131,0.756266206547
GBM,8.08784145688,0.753241738125
RF,8.08784145688,0.753610418614
ET,8.08784145688,0.753241738125
