Modelo,Prediccion (%),errorMedio (m.)
LoR,10.6485188151,0.998715886686
MLP,9.08726981585,0.85944348116
LDA,10.96877502,0.969389791783
KNN,8.36669335468,1.06871765915
CART,11.8895116093,0.912481508957
NB,11.6092874299,0.889684757118
SVM,11.809447558,0.913126759203
AB,11.8895116093,0.913630466909
GBM,11.8895116093,0.913629189812
RF,12.2898318655,0.902583759017
ET,11.8895116093,0.912481508957
