Modelo,Prediccion (%),errorMedio (m.)
LoR,13.6160714286,0.800250323895
MLP,9.70982142857,0.858194709519
LDA,14.84375,0.782339439927
KNN,11.0491071429,0.883460285958
CART,11.4955357143,0.897260619514
NB,14.0625,0.823645739799
SVM,11.71875,0.886001315351
AB,12.7232142857,0.857273439586
GBM,13.9508928571,0.833887192975
RF,12.2767857143,0.866572464611
ET,11.0491071429,0.875046874025
