Modelo,Prediccion (%),errorMedio (m.)
LiR,6.46921278254,0.781046344535
Lasso,6.54715510522,0.781244595535
EN,6.54715510522,0.7812521606
KNN,7.71628994544,0.825295881387
CART,8.26188620421,0.897737738245
SVR,8.96336710834,0.763878392808
AB,8.26188620421,0.800521002716
GBM,7.84619381658,0.782509674321
RF,8.52169394648,0.791782389748
ET,7.56040530008,0.814796476767
