Modelo,Prediccion (%),errorMedio (m.)
LoR,10.0081810744,1.01096299723
MLP,7.74475047723,0.974877417586
LDA,10.1445323152,1.01897948191
KNN,13.007908372,0.935087849954
CART,12.162530679,0.963772657658
NB,11.2898827379,0.940643641613
SVM,14.6986637578,0.916074724674
AB,12.7352058904,0.946078695751
GBM,16.2530679029,0.86196868595
RF,12.9533678756,0.94384937197
ET,13.4987728388,0.938877809263
