Modelo,Prediccion (%),errorMedio (m.)
LiR,6.1328334226,0.782025348514
Lasso,6.1328334226,0.782542684087
EN,6.1328334226,0.782538333184
KNN,8.43599357258,0.82494486915
CART,8.46277450455,0.91751157258
SVR,8.62346009641,0.76325932706
AB,9.21264059989,0.795037017858
GBM,7.90037493305,0.771990738912
RF,8.70380289234,0.789888902331
ET,8.94483128013,0.818011154349
