Modelo,Prediccion (%),errorMedio (m.)
LoR,9.79475188361,1.03269286796
MLP,7.4824629774,1.0290541007
LDA,10.522213562,1.03192119619
KNN,13.5100025981,0.943363349012
CART,12.7305793713,0.94032615966
NB,10.8339828527,0.971269686431
SVM,15.1208106002,0.904211141532
AB,12.4967524032,0.938174309363
GBM,14.6791374383,0.888944554186
RF,13.3021564043,0.939669725908
ET,13.7698103403,0.925909612845
