Modelo,Prediccion (%),errorMedio (m.)
LiR,7.19934551404,0.755825837901
Lasso,7.11753476957,0.756270188917
EN,7.09026452141,0.756183749075
KNN,9.40823561494,0.803610652334
CART,9.19007362967,0.913131882092
SVR,8.61739841833,0.753410393325
AB,9.40823561494,0.780428180304
GBM,8.15380419962,0.762231015313
RF,8.67193891464,0.779758575162
ET,8.91737114808,0.803411405457
