Modelo,Prediccion (%),errorMedio (m.)
LoR,8.4092126406,1.02615953607
MLP,7.76647027317,1.04293525977
LDA,8.67702196036,1.05646638363
KNN,12.9887520086,0.956098229028
CART,12.3192287092,0.954574928417
NB,10.3642206749,0.928790739449
SVM,13.68505624,0.940476693817
AB,12.2656668452,0.963475111856
GBM,15.0776647027,0.944173311108
RF,12.0782003214,0.96222139608
ET,12.533476165,0.959955341744
