Modelo,Prediccion (%),errorMedio (m.)
LoR,51.6591251885,0.49489117119
MLP,64.9321266968,0.35299520382
LDA,49.6983408748,0.510187953101
KNN,83.0316742081,0.180780505705
CART,80.3167420814,0.219816746039
NB,70.060331825,0.324386792029
SVM,81.3725490196,0.193604747886
AB,85.9728506787,0.154409212234
GBM,87.7073906486,0.131786484269
RF,86.04826546,0.158437725149
ET,86.9532428356,0.142618360619
