Modelo,Prediccion (%),errorMedio (m.)
LoR,47.2361809045,0.490376544436
MLP,67.552045944,0.276200269092
LDA,45.3697056712,0.497525337367
KNN,80.9045226131,0.166212473841
CART,76.3819095477,0.210704649848
NB,63.4601579325,0.319988915569
SVM,75.0897343862,0.239372072141
AB,81.9095477387,0.159005089656
GBM,85.4271356784,0.128508161775
RF,84.2067480258,0.133818792479
ET,83.1299353912,0.147310184705
