Modelo,Prediccion (%),errorMedio (m.)
LoR,60.2909090909,0.318273097828
MLP,68.2181818182,0.261325105997
LDA,57.0909090909,0.339737885731
KNN,78.9818181818,0.174206080949
CART,75.7090909091,0.207242925737
NB,66.7636363636,0.263044154959
SVM,74.5454545455,0.213978217455
AB,81.6727272727,0.155601397416
GBM,84.4363636364,0.130673514829
RF,81.6,0.161135663591
ET,82.4727272727,0.146639560797
