Modelo,Prediccion (%),errorMedio (m.)
LiR,15.4761904762,0.617486888531
Lasso,14.5833333333,0.619416331046
EN,14.6577380952,0.618704607439
KNN,54.3898809524,0.278735802877
CART,54.6130952381,0.299079772143
SVR,47.8422619048,0.347512012616
AB,59.0773809524,0.25467398824
GBM,49.255952381,0.327974246679
RF,55.7291666667,0.277792567824
ET,55.3571428571,0.275475340334
