Modelo,Prediccion (%),errorMedio (m.)
LoR,50.073964497,0.523232978665
MLP,67.3816568047,0.34176236694
LDA,47.7071005917,0.531563733604
KNN,78.550295858,0.227707980595
CART,72.1893491124,0.291601221044
NB,62.5,0.377367048822
SVM,74.7041420118,0.28153444538
AB,79.4378698225,0.214534411119
GBM,83.7278106509,0.169480786931
RF,81.1390532544,0.191988333829
ET,80.9171597633,0.208615706546
