Modelo,Prediccion (%),errorMedio (m.)
LiR,15.5400696864,0.595992804303
Lasso,15.5400696864,0.598086064586
EN,15.4006968641,0.598627092168
KNN,54.2160278746,0.281390165027
CART,51.3588850174,0.329251407505
SVR,43.9024390244,0.385664866296
AB,57.2822299652,0.257778983322
GBM,48.362369338,0.336215759395
RF,55.0522648084,0.2790125432
ET,54.1463414634,0.281157484343
