Modelo,Prediccion (%),errorMedio (m.)
LoR,62.3511904762,0.324121951122
MLP,72.1726190476,0.259897435808
LDA,58.7053571429,0.360831253832
KNN,86.8303571429,0.117355495828
CART,87.0535714286,0.129455909728
NB,72.8422619048,0.240617280123
SVM,85.193452381,0.136327324835
AB,89.6577380952,0.0986946517038
GBM,91.5178571429,0.0832917963338
RF,90.2529761905,0.0951981583446
ET,90.2529761905,0.0932011985299
