Modelo,Prediccion (%),errorMedio (m.)
LiR,14.4042232278,0.659648239875
Lasso,13.1221719457,0.663394551043
EN,13.0467571644,0.66363683109
KNN,48.9441930618,0.322384943607
CART,48.0392156863,0.357017537219
SVR,39.6681749623,0.404419949653
AB,54.3740573152,0.284653665439
GBM,43.5143288084,0.381045359756
RF,51.8099547511,0.313030915064
ET,51.1312217195,0.308184108375
