Modelo,Prediccion (%),errorMedio (m.)
LoR,83.9301310044,0.151755119898
MLP,82.7947598253,0.16493314319
LDA,75.0218340611,0.232007960877
KNN,90.9170305677,0.0885073023391
CART,90.1310043668,0.100542527987
NB,88.1222707424,0.11498166133
SVM,90.3056768559,0.0942113213715
AB,92.9257641921,0.0739773825554
GBM,93.9737991266,0.0600406093674
RF,92.6637554585,0.0693606619878
ET,92.4890829694,0.0746285009613
