Modelo,Prediccion (%),errorMedio (m.)
LiR,18.1818181818,0.530405072448
Lasso,18.7636363636,0.53020710954
EN,17.7454545455,0.533393756749
KNN,47.7818181818,0.307344963621
CART,46.1818181818,0.345659019518
SVR,33.0909090909,0.43032997873
AB,52.3636363636,0.2780176184
GBM,45.0909090909,0.335098332823
RF,49.8181818182,0.293553099819
ET,50.4,0.291987735817
