Modelo,Prediccion (%),errorMedio (m.)
LiR,14.4292893037,0.59681423195
Lasso,15.0035893754,0.596722641514
EN,14.8600143575,0.597146179312
KNN,48.0258435032,0.302228377884
CART,46.0875807609,0.349210565259
SVR,36.6834170854,0.406480864763
AB,52.0459440057,0.281539509736
GBM,44.4364680546,0.354695976138
RF,48.8872936109,0.298763402114
ET,49.4615936827,0.300670784746
